Industry,Stage,Revenue,Company_Age,Profit_Margin,Employee_Count,Growth_Rate,Operating_Expenses,Net_Profit,Marketing_Budget,R&D_Budget,Operations_Cost,Salaries,Legal_Compliance,Miscellaneous
Manufacturing,Early-stage,3585726,5,4.648119022064904,344,27.63512479418673,5715768,2764535,493624.01817587856,302761.204350429,3018635.2670170856,1888244.6666666667,150196.21978479114,105896.08393545143
Healthcare,Mature,3366630,11,23.858487497250337,491,34.556690990893536,957149,2057706,387239.27385146474,491646.78151519975,522458.3922701558,3434585.9166666665,120163.02915630366,107789.49954222793
Tech,Growth-stage,4875602,15,-8.86557968561,381,45.28005234315421,4047651,86704,712438.2815449506,704034.127021644,1820218.0552144398,2326290.75,51559.48243401696,116900.15674679952
Healthcare,Growth-stage,3410422,7,-9.557948721835709,731,17.31103406158255,2140488,4684948,644657.4736747507,345627.30526131805,983447.5084101534,6339658.416666667,71969.94251052717,113751.2533833015
Finance,Mature,1327477,1,6.205371702649451,447,34.36256750536281,5725084,585927,119904.32365213588,121922.74470676307,2973410.0293619772,3015834.5,64673.959653274986,51567.881213804525
Finance,Growth-stage,4036197,15,27.50841317048996,182,2.6708211836078233,780979,2623802,620225.4002554134,408750.2548952869,449203.3329997816,1328266.3333333333,85745.61658792669,95179.17325807348
Retail,Mature,4954535,14,7.245962038521501,543,8.939371558903733,4051875,4189594,303131.0401779587,542074.3206412112,2557131.596812448,2811699.25,191092.7061422728,172827.7564514315
Finance,Early-stage,9743107,8,32.294168363358054,250,27.220703591748425,7909728,4899022,1673450.410464545,1225651.457894614,3463376.087724918,2240208.3333333335,455285.55531082116,224980.61992644303
Tech,Early-stage,6215056,9,28.878224561878753,725,33.000464809541256,4095990,1895521,658423.3512054472,456544.43861393287,1677354.2317560033,6593029.166666667,66654.50086578507,279870.7869988324
Tech,Early-stage,1472581,11,-5.735426983019894,958,-4.278394333828472,5785939,3136362,169784.25231318639,173963.19046025453,2810567.0667887013,9133252.666666666,69325.68504518394,71813.47937510943
Tech,Early-stage,3156651,11,1.9237898219594296,207,40.323423310726504,2761397,3237701,297228.04184117116,228092.06253228165,1353211.9279543841,1339514.25,111687.52200795802,81055.15860070923
Tech,Growth-stage,465943,14,-0.4960011391694792,258,18.726105587848256,5868866,3256326,87767.3859742226,56494.87248916608,3115338.139111451,1009511.0,13863.980822752566,13473.104097990137
Manufacturing,Early-stage,687861,14,4.52988514982691,979,27.958837175407965,707724,659717,96626.09652562274,67220.71604220313,462923.2186856855,9469622.25,11319.955763473503,27324.15696288474
Finance,Growth-stage,3575462,13,12.231951287127043,546,14.070181182534878,3397820,939081,286542.074404177,199667.13183536116,1408814.5488022782,4346569.5,93907.8978782296,117556.77193065599
Tech,Mature,6023180,4,6.381045242786595,434,18.29749641810817,1438884,4806115,924938.6272716122,666703.3036293819,864820.2344655006,2995757.3333333335,243292.89247502846,114468.71786399272
Tech,Growth-stage,1806107,8,16.340417557020757,303,1.2405010843332454,6690813,4617293,147945.05089802665,77262.34608491842,4585841.330743091,2355623.0,54713.686750594934,32714.825516326866
Retail,Mature,2628060,16,31.174500413398476,987,12.91018522163623,6746688,605409,392160.2138420987,377933.956686313,3613398.9315839554,4856369.0,50991.863010980866,47671.3511613693
Tech,Early-stage,7287134,3,-6.796260361699721,176,24.644955249757317,1566625,725804,612478.6889191791,886223.1820999641,901013.2519680613,723536.0,190514.2824301536,170583.93918338785
Retail,Early-stage,3849849,8,1.434466056091864,127,15.465717786251954,5011665,1838809,243369.82217507303,294453.06752426364,2437028.0575217498,781854.3333333334,186561.62053560434,172505.16080943748
Healthcare,Early-stage,3140999,6,-5.51783213029969,704,44.888647267459895,3888790,1946693,459742.58889502607,306765.89530742244,1871388.7037927667,3921573.3333333335,68484.48254931686,123868.65382117714
Manufacturing,Growth-stage,6452641,5,15.036522379731412,602,31.37003488663192,6348357,2929770,887335.5064146728,743185.4588726811,3551662.7983636213,3607485.0,301517.6864452133,177168.46771481575
Manufacturing,Seed,6051457,18,17.590309646900014,718,26.490661972496046,3974876,3121029,544052.5101470168,642671.3346228668,2408545.407342898,3238419.3333333335,292899.3824677558,237450.91121287426
Healthcare,Mature,6877034,11,24.501977982509032,55,45.313323395830125,1190033,548742,892451.7196250735,945546.6596764548,666932.2523679386,436635.8333333333,199791.18254723673,336218.51563729555
Manufacturing,Seed,2876947,12,-3.9888739105269098,745,22.4108139344997,7332556,3133489,554214.0911249665,159342.8350290864,3338878.0807162854,4297346.25,46979.30268552319,125171.6468218971
Finance,Growth-stage,3731842,5,7.903597152538097,161,42.81453767065648,6717525,523502,432293.5067140375,481661.59035065316,3724628.8148541227,1185402.75,159303.2212555205,97060.88800723448
Finance,Seed,3561660,10,15.283286786909503,811,5.027869168709069,1875123,3079012,474461.90247349883,318363.34019468963,1015263.7433807397,5287720.0,62284.069348515484,66742.93912263948
Manufacturing,Growth-stage,3642930,6,22.189057492956266,977,17.057633608906258,1945420,2233274,482866.3911430475,367117.2086000619,1349250.8477349256,7523469.916666667,113308.72074038703,130075.93398868084
Finance,Mature,6099701,1,-4.031325392056308,510,14.082046808492116,289232,4908034,956835.3713436933,186505.99466512803,124166.62131882683,2310045.0,234940.999770208,152232.2822617358
Healthcare,Seed,1046282,4,37.656835619491304,369,6.124884526138288,30920,4810693,145923.7707789171,86205.70446851537,19218.139634430394,2839977.75,39931.51678848848,11495.950254594989
Healthcare,Early-stage,3997000,6,13.293965218698183,729,12.394792506249896,2471996,2694948,630498.8316690484,468339.5687454786,1637929.8469951414,2557271.25,61908.83260213577,170576.12529953968
Healthcare,Growth-stage,6818815,1,14.99369572992406,756,31.927797285226845,2967604,1984066,630199.0647771786,872147.9401297083,1375685.7564517567,2568951.0,136262.42512344965,184224.25667199199
Manufacturing,Growth-stage,8205179,17,36.342121560473046,628,35.19577889946668,2026469,2601335,524635.3384399149,356070.8461743516,1271215.9131954093,4733497.666666667,154750.91394941474,176059.23178495237
Manufacturing,Growth-stage,2743376,14,3.138250048646583,180,39.674190272782354,2110259,3013549,183552.49086318904,354129.77644644625,1369091.961889165,704640.0,120575.04962036744,50904.36894025274
Healthcare,Early-stage,8332632,3,10.13124788499902,956,47.83802288313793,7376703,1293507,882662.4999260572,1097022.0153238347,3585312.1651939685,5031348.333333333,133923.57406200646,208905.1684296136
Healthcare,Seed,6411857,1,5.330266651153817,136,17.89421291193564,5579389,4621855,924546.207351353,536910.0536530225,3214770.6291082897,785139.3333333334,300482.39919311064,65304.17607441532
Tech,Early-stage,9519935,4,20.84386015850884,22,-2.251542521267517,5489686,2917046,754550.1296665752,1055357.6661847495,2277766.2542217467,103334.0,159204.355899304,430455.1728015041
Tech,Growth-stage,1403497,7,22.559896783509913,306,7.262216613868231,7128372,1966551,218183.55312125315,53297.9943394777,2937551.009477313,2792709.0,53951.41109699518,27570.203025915103
Healthcare,Early-stage,8441987,14,19.837094128113534,304,18.71588026187418,423364,2001794,802451.45927953,288472.0904543866,246361.2827944629,1808420.0,255500.68247333914,120754.82725362836
Finance,Seed,5310944,19,22.02985349891673,193,30.99242432789255,7436152,2383430,640439.6766868928,234753.12636777692,4654857.031687892,1519119.0833333333,78192.83533266747,186105.9693489882
Retail,Seed,1644096,15,6.515980704694449,891,24.090615620286382,5802324,196051,281732.7837747839,117874.6353718589,2348210.5118599,5008236.75,51699.31926709519,42354.673693168836
Retail,Early-stage,8169916,16,-6.043627148028815,46,37.74427253071594,3030205,421042,415952.1377566145,1059963.2955044315,2093450.7044957427,361517.8333333333,136645.74880102402,220946.2643227039
Finance,Seed,6463646,10,13.527647964023497,879,14.502214216621105,3261668,47085,992169.0495676543,849263.4226406941,1409932.994134725,3628878.25,132248.10942129156,144383.94076649685
Healthcare,Seed,9823170,8,3.8673041128665417,286,10.504309031874088,7089281,241348,1939238.3425194991,463552.11727812205,3635908.911785822,1454476.8333333333,263630.74709719734,223238.72937716625
Healthcare,Seed,6243791,1,20.21000010599838,429,13.194999019134428,2319912,-137986,797762.593732601,493824.93614075094,942390.0667693162,3354422.5,287863.66970676143,84216.16550197097
Tech,Mature,1023533,15,6.741363337750826,774,41.266058070895994,5291229,-63561,113097.87349327195,43533.178600387386,2732171.150735245,5686449.0,10565.709127690207,14999.867073973548
Manufacturing,Early-stage,3918738,19,-5.162949551202292,785,24.58978146801938,3338883,-134789,580248.3378052795,249967.44903670694,1464710.2797115736,2663832.0833333335,60327.80130937142,128345.34784239947
Retail,Seed,5732186,13,29.80587165454517,867,41.27218158060386,510208,1042176,1105468.0945269486,775468.6153704106,282314.5786864159,5156699.25,256102.580204747,259471.8761456159
Manufacturing,Mature,8795800,7,36.6970750225195,358,48.43417988497572,3743877,-214642,1316778.5194485665,390895.9602962269,2528416.5699093626,3011883.8333333335,192115.84904504317,218940.9916206182
Tech,Growth-stage,2292170,16,31.627436784660496,888,25.940462271996598,4165505,-482039,250236.52097179185,277430.03057002916,2208160.130483278,8442512.0,96222.44945441815,46528.344678699075
Tech,Seed,5114031,5,-4.219634826707815,433,20.21935487681389,4040565,4273436,734971.2459183784,754681.8904586765,2751128.0930456133,3684938.25,122966.38731999668,226088.7423840565
Tech,Mature,64416,4,13.193831679500715,379,49.878313445959684,4124270,4653105,10378.429961925636,8701.894558808497,1842795.1994602198,1697383.0833333333,657.4526657865567,2624.4845890351935
Manufacturing,Early-stage,55322,7,-1.161815612803455,555,-2.7967206015110655,1333101,1576437,10199.520566702302,8222.295287911362,539363.9398967411,3032890.0,2312.245014330505,1344.0707957598136
Retail,Mature,1110754,15,5.557421102079022,711,27.25433468429803,2184868,1041916,163137.87852615464,106593.43636246241,918943.8333733239,6330566.25,46208.89021651932,15069.506537566578
Manufacturing,Mature,107744,13,4.419209393856313,443,38.94817988073155,2142649,4811452,18976.13687980903,14592.861899864189,1456249.7224153008,3565928.5,5235.402331201908,1536.3599903263382
Tech,Mature,2045747,13,23.909109916491516,183,40.35315083208135,2073182,414765,250913.38014276905,223061.53335358214,1233515.5633614766,1115522.25,74489.99646055873,58231.554825440595
Healthcare,Seed,226493,11,16.59540577061909,943,-4.80425967791765,7048500,4639110,36332.82727323473,24170.071050859082,3060380.854027117,3250363.8333333335,7592.6193317817915,8795.205083667592
Manufacturing,Mature,3061054,10,-1.5526932535441311,90,41.65421395639265,4071365,445312,429575.6728726786,399764.78382101154,2824343.771747918,341827.5,31740.968933942357,117654.45302679767
Manufacturing,Seed,3695805,18,25.646818793168663,875,18.42635920290355,6948824,3856541,591957.727884131,152126.6994721696,4589047.756754347,7244270.833333333,173283.1393266035,70360.77657231856
Finance,Mature,1742883,1,38.169025167246154,851,31.746414290347865,3735260,2015684,273312.8364875412,250222.27288665218,2471553.4669153285,8487944.916666666,25771.779095396414,38987.62609573209
Healthcare,Growth-stage,8493538,2,30.78614931578536,125,0.0930982517437915,4258356,227574,1078379.3886542786,875880.0428734372,2247584.92049172,1116854.1666666667,200216.42099357094,115207.45130597711
Healthcare,Mature,9528592,19,23.476971224199524,70,37.62342190176261,628554,297016,1051722.2097137843,1282582.7732895678,404176.2164420905,399064.1666666667,455124.97653583664,348066.76562692266
Tech,Early-stage,3972219,9,17.61116833214674,428,13.670021943148214,3949431,1077653,518365.87969696557,215047.3210223342,1786451.6603416603,2487678.6666666665,122794.40667287793,67401.51625442502
Healthcare,Early-stage,950238,7,-5.880829936808648,351,37.25922436451209,1652880,392610,131299.0290330665,34438.35948381344,1001281.4293629917,1908972.0,13123.98668356402,11666.081768595943
Finance,Early-stage,939509,16,-2.8958830203407633,752,31.511438772062135,952755,4062301,144061.9057950909,128513.47259336297,645771.8938144743,4364106.666666667,37183.381605316965,32263.38680162328
Retail,Seed,4494219,17,-9.207748244309773,775,36.38828179325384,2088354,2687424,311982.92121621344,200324.93936853687,892999.5456214076,7072004.166666667,125803.52614286372,96288.1290156491
Finance,Mature,9106606,12,21.194916320093824,984,-0.6646859153295095,1715272,1347742,1140949.763462274,1009313.3225090951,1093492.806939145,7624852.0,225850.3079313763,219610.34651007847
Retail,Seed,3259799,7,32.586802520653876,762,29.106974190643783,7771625,4817100,286953.55720564205,432739.6950878759,5372014.338331608,5984176.5,116996.69199815793,90083.44367457519
Manufacturing,Early-stage,1195620,15,19.715255671634093,232,24.893678804004626,1742443,4720053,234940.18849444756,36963.16312113745,1081974.4376634823,1534970.0,40880.04696232623,45985.63190599652
Manufacturing,Growth-stage,2192085,14,36.75179112201982,299,11.96029438121435,4918503,4741246,400362.5478450262,150966.69179919484,3323705.7588021634,2394167.75,58645.07745665218,90205.2621411878
Finance,Growth-stage,6346185,15,22.863783123515347,655,3.6727444692671956,6634603,4971040,1183585.5236796397,546515.3280214831,2745498.8421002408,5576069.583333333,254189.89894525972,191781.92805625
Manufacturing,Seed,3478852,8,36.7912586126072,499,8.593232167684622,6200426,4565637,550629.029633962,325147.443551663,2561448.983006208,4921637.0,153611.99506734763,158352.67327869224
Healthcare,Mature,6674396,6,19.278334952154257,638,15.735040885167038,4177873,43622,420648.7482353428,443760.6485161107,2812899.4043103675,3669031.6666666665,106875.77781717261,156109.88290235173
Tech,Early-stage,4539993,6,37.90140142020288,854,49.46337507241945,2481459,3297547,394921.2416536573,478437.7061484617,1043502.939163906,7898788.333333333,129038.14384982518,57459.11374152925
Tech,Mature,8569573,15,1.0629651210304871,151,2.729002136567283,6554636,3502166,1443060.4052204776,720911.0047824624,2977975.0496360795,1192119.8333333333,116669.60449095845,317011.5156170367
Manufacturing,Growth-stage,7160427,10,7.676492993818659,437,41.48802435627016,6221784,4736776,1080099.8637831677,687104.9383795246,3251469.513413719,1708233.0,226293.75583710923,77978.67539264391
Tech,Seed,6638190,14,9.176928386103242,35,-3.6828727630676776,7652142,2803138,934423.8750503395,383150.08812557516,3615883.333012981,129322.08333333333,242667.49581299396,243571.86913416669
Tech,Growth-stage,8035341,6,12.176244048705758,643,13.486895152336327,3630266,2875226,1295582.1793442266,1044387.8813246565,1738920.6112861577,5066143.416666667,314954.0079936284,95170.21705944727
Retail,Growth-stage,6052564,11,38.66915254061687,474,23.170624205260445,3286382,1174786,862792.5259428038,784741.1534566405,1396600.7561156172,1995184.5,278132.4956093029,135912.65388548872
Finance,Early-stage,116045,4,34.67981599668756,659,12.863374821667911,6418587,3691581,20807.744169317906,9065.914405553749,3764831.2532946505,3846088.75,4489.662551305793,4580.984569212127
Tech,Early-stage,1056142,4,15.379853862305605,215,9.23523764028332,3712976,2776805,195340.60579424066,147913.33998906513,2278010.799721778,721952.0833333334,26448.542019529752,45431.01671475334
Manufacturing,Growth-stage,2416949,18,-2.1966678313316965,179,19.442958444044518,3695157,-35074,141286.00718538035,100015.18193611034,1827577.258342861,1057532.0,65127.439821402026,83630.51351941013
